fecha_transaccion,id_sim,fecha_activacion,tipo_transaccion,id_vendedor,precio_de_venta,bodega,id_company,costo_venta
2023-05-11,2081.0,2023-04-13,recarga,-555.0,-666.0,-777.0,1.0,100.0
2023-05-09,9435.0,2023-03-08,recarga,-555.0,500.0,2.0,1.0,230.0
2023-02-22,4130.0,2022-08-01,alta,46.0,5000.0,2.0,1.0,200.0
2023-05-06,7445.0,1900-09-24,recarga,34.0,50.0,3.0,1.0,200.0
1900-09-24,2099.0,2023-02-10,alta,7.0,500.0,2.0,1.0,30.0
2023-05-17,9993.0,2022-10-07,alta,46.0,50.0,4.0,1.0,230.0
2023-04-19,5398.0,2023-01-09,alta,48.0,-666.0,4.0,1.0,500.0
2023-03-09,2711.0,2023-03-09,recarga,14.0,500.0,-777.0,1.0,200.0
2023-03-25,8824.0,2022-12-31,alta,4.0,5000.0,4.0,-888.0,200.0
2023-05-13,8310.0,2023-02-13,recarga,33.0,500.0,2.0,1.0,230.0
2023-04-28,2044.0,2023-02-18,recarga,41.0,50.0,-777.0,1.0,230.0
2023-04-25,4091.0,2023-02-05,alta,30.0,500.0,-777.0,1.0,30.0
2023-01-16,4694.0,2023-01-16,recarga,-555.0,5000.0,3.0,1.0,200.0
2023-01-31,8260.0,2022-12-01,Transaccion Nula,46.0,50.0,1.0,1.0,30.0
1900-09-24,-222.0,2023-03-01,recarga,21.0,5000.0,3.0,1.0,30.0
2023-04-11,2526.0,2022-12-27,alta,32.0,500.0,1.0,1.0,500.0
2023-05-19,3537.0,1900-09-24,alta,-555.0,100.0,1.0,1.0,200.0
2023-03-26,2969.0,2022-12-29,alta,11.0,500.0,5.0,1.0,500.0
2023-01-02,8707.0,2022-08-18,alta,47.0,200.0,-777.0,1.0,30.0
2023-03-05,1025.0,2023-03-05,alta,39.0,5000.0,4.0,1.0,200.0
2023-04-19,8476.0,2023-04-19,recarga,35.0,200.0,4.0,1.0,30.0
2023-01-03,2534.0,1900-09-24,alta,42.0,200.0,4.0,1.0,500.0
2023-02-04,5047.0,2023-02-04,alta,47.0,50.0,2.0,1.0,200.0
2023-01-19,5824.0,2023-01-19,recarga,47.0,200.0,3.0,1.0,200.0
2023-03-24,8954.0,1900-09-24,recarga,40.0,50.0,2.0,1.0,500.0
2023-02-09,-222.0,2022-11-24,Transaccion Nula,18.0,-666.0,4.0,1.0,100.0
2023-04-24,6102.0,2022-10-14,alta,-555.0,100.0,-777.0,1.0,500.0
2023-05-28,3169.0,2022-12-06,alta,21.0,50.0,4.0,1.0,500.0
2023-05-13,8361.0,2022-08-05,Transaccion Nula,20.0,200.0,4.0,1.0,230.0
2023-01-14,5021.0,2022-11-18,recarga,39.0,100.0,1.0,1.0,30.0
2023-02-13,3716.0,2023-02-13,alta,19.0,50.0,2.0,-888.0,-999.0
2023-05-01,7921.0,2023-05-01,alta,9.0,100.0,-777.0,1.0,100.0
2023-01-04,2218.0,2022-09-09,alta,4.0,50.0,4.0,1.0,200.0
2023-01-14,-222.0,2022-12-30,alta,41.0,-666.0,4.0,1.0,100.0
2023-04-28,3221.0,2022-11-29,recarga,21.0,100.0,5.0,1.0,200.0
2023-05-21,7941.0,1900-09-24,alta,14.0,50.0,2.0,1.0,500.0
2023-02-28,2192.0,2023-02-06,recarga,39.0,50.0,5.0,1.0,30.0
2023-04-01,2323.0,2023-04-01,recarga,5.0,100.0,1.0,-888.0,30.0
2023-01-09,4388.0,2023-01-09,alta,37.0,-666.0,4.0,1.0,230.0
2023-04-23,6842.0,2022-12-09,alta,14.0,5000.0,3.0,1.0,-999.0
2023-01-07,-222.0,2023-01-07,alta,40.0,5000.0,4.0,1.0,30.0
2023-03-04,3924.0,2022-09-13,alta,13.0,50.0,4.0,1.0,230.0
2023-05-14,4844.0,2022-10-02,alta,15.0,200.0,-777.0,1.0,500.0
2023-02-05,5880.0,2022-10-12,recarga,3.0,200.0,-777.0,1.0,-999.0
2023-03-02,4948.0,2022-09-22,alta,13.0,5000.0,2.0,1.0,30.0
2023-01-30,3190.0,2022-12-29,alta,-555.0,5000.0,3.0,1.0,200.0
2023-05-23,1571.0,2022-10-24,alta,25.0,50.0,4.0,1.0,-999.0
2023-05-31,1927.0,2022-09-17,recarga,18.0,500.0,5.0,1.0,100.0
2023-03-17,5948.0,2022-10-29,alta,28.0,-666.0,-777.0,1.0,230.0
2023-01-30,2877.0,2023-01-30,Transaccion Nula,23.0,500.0,-777.0,1.0,100.0
2023-02-14,9026.0,2023-02-14,recarga,-555.0,100.0,4.0,1.0,-999.0
2023-03-08,5502.0,2023-02-02,alta,46.0,500.0,4.0,1.0,30.0
2023-03-02,1233.0,2022-08-14,recarga,9.0,500.0,3.0,1.0,200.0
2023-03-16,1500.0,2022-11-16,alta,10.0,-666.0,1.0,1.0,30.0
2023-04-20,-222.0,2022-09-14,alta,-555.0,50.0,4.0,1.0,230.0
2023-04-15,2291.0,2022-09-18,recarga,19.0,200.0,4.0,1.0,100.0
2023-05-26,9978.0,2022-08-30,recarga,45.0,100.0,5.0,1.0,100.0
2023-02-02,5586.0,2023-02-02,alta,27.0,50.0,2.0,1.0,500.0
2023-04-19,4051.0,2023-02-03,alta,35.0,500.0,1.0,1.0,-999.0
2023-01-26,7023.0,2022-10-11,recarga,25.0,500.0,1.0,1.0,30.0
2023-02-11,4268.0,2022-09-03,recarga,33.0,50.0,1.0,1.0,200.0
2023-04-26,-222.0,1900-09-24,alta,-555.0,-666.0,5.0,-888.0,230.0
2023-03-04,5836.0,2022-12-25,recarga,9.0,500.0,3.0,1.0,-999.0
2023-03-05,3982.0,1900-09-24,recarga,41.0,5000.0,4.0,1.0,200.0
2023-02-01,9751.0,2023-02-01,recarga,20.0,100.0,3.0,1.0,230.0
1900-09-24,3618.0,2023-01-21,alta,31.0,100.0,5.0,1.0,500.0
2023-04-21,4935.0,2023-04-13,alta,25.0,500.0,3.0,1.0,230.0
2023-04-09,8995.0,1900-09-24,alta,3.0,5000.0,-777.0,-888.0,30.0
2023-02-19,2495.0,2022-12-18,recarga,34.0,100.0,-777.0,1.0,500.0
2023-01-20,4812.0,2022-12-20,recarga,-555.0,50.0,1.0,1.0,500.0
2023-05-10,3622.0,2022-10-17,Transaccion Nula,35.0,50.0,5.0,1.0,200.0
1900-09-24,4633.0,1900-09-24,Transaccion Nula,1.0,50.0,4.0,1.0,230.0
2023-01-06,7254.0,2022-09-26,recarga,-555.0,5000.0,5.0,-888.0,200.0
2023-02-16,6383.0,2023-02-16,recarga,18.0,200.0,-777.0,1.0,30.0
2023-05-03,4957.0,2022-11-30,recarga,39.0,-666.0,5.0,-888.0,230.0
2023-02-26,5860.0,2022-10-08,recarga,9.0,200.0,2.0,1.0,30.0
2023-03-28,9666.0,2022-08-26,Transaccion Nula,27.0,500.0,1.0,1.0,-999.0
2023-03-30,1899.0,2022-10-06,recarga,-555.0,5000.0,4.0,1.0,230.0
2023-05-26,6387.0,2022-12-14,recarga,12.0,5000.0,2.0,1.0,500.0
1900-09-24,8280.0,2023-03-21,recarga,-555.0,50.0,1.0,-888.0,30.0
2023-01-06,5820.0,2022-08-18,recarga,24.0,500.0,4.0,1.0,230.0
2023-05-22,7356.0,2022-11-15,recarga,35.0,200.0,5.0,1.0,-999.0
2023-04-11,2524.0,2023-02-22,alta,28.0,500.0,-777.0,1.0,30.0
2023-05-30,9080.0,2022-11-15,alta,34.0,5000.0,3.0,1.0,100.0
2023-01-04,1922.0,2022-10-19,alta,5.0,5000.0,3.0,1.0,200.0
2023-02-03,5378.0,2023-02-03,recarga,-555.0,5000.0,2.0,1.0,200.0
2023-05-14,9126.0,1900-09-24,alta,40.0,-666.0,1.0,-888.0,30.0
1900-09-24,-222.0,2023-01-13,alta,-555.0,100.0,5.0,1.0,230.0
2023-01-28,2582.0,2022-12-05,alta,2.0,100.0,-777.0,1.0,100.0
2023-04-24,9217.0,2022-08-30,recarga,29.0,200.0,4.0,1.0,230.0
2023-02-26,3670.0,1900-09-24,alta,3.0,-666.0,-777.0,1.0,230.0
1900-09-24,4131.0,2023-01-14,alta,20.0,100.0,5.0,1.0,100.0
2023-05-19,1529.0,2023-04-21,alta,5.0,500.0,1.0,1.0,230.0
2023-05-02,8922.0,2022-09-08,alta,-555.0,100.0,1.0,1.0,200.0
2023-03-01,9335.0,2022-09-08,alta,17.0,200.0,4.0,1.0,230.0
2023-03-15,9262.0,2022-12-23,recarga,-555.0,500.0,2.0,1.0,230.0
2023-01-22,8517.0,2023-01-22,alta,34.0,500.0,5.0,1.0,200.0
2023-03-24,9941.0,2023-03-06,recarga,-555.0,200.0,2.0,1.0,200.0
2023-04-17,-222.0,2022-09-10,alta,43.0,50.0,3.0,1.0,200.0
2023-02-01,1801.0,1900-09-24,recarga,23.0,100.0,1.0,1.0,100.0
2023-01-15,1095.0,2022-12-13,recarga,24.0,200.0,2.0,1.0,100.0
2023-04-04,1318.0,1900-09-24,recarga,1.0,500.0,-777.0,1.0,200.0
2023-02-23,1878.0,2022-10-03,alta,-555.0,-666.0,4.0,1.0,-999.0
2023-01-11,-222.0,2023-01-11,recarga,32.0,200.0,-777.0,1.0,100.0
2023-02-10,5327.0,2022-09-12,alta,31.0,500.0,2.0,1.0,500.0
2023-02-22,-222.0,1900-09-24,alta,32.0,5000.0,-777.0,1.0,200.0
2023-04-01,8827.0,2023-04-01,recarga,47.0,5000.0,2.0,1.0,30.0
2023-02-04,7045.0,2022-11-01,recarga,33.0,5000.0,2.0,1.0,100.0
2023-03-26,9268.0,2023-01-18,recarga,28.0,-666.0,1.0,1.0,230.0
2023-04-18,1391.0,2022-11-24,recarga,29.0,5000.0,4.0,1.0,200.0
2023-04-04,5404.0,1900-09-24,recarga,30.0,50.0,4.0,1.0,30.0
2023-05-06,2955.0,2023-02-12,alta,28.0,500.0,3.0,1.0,500.0
2023-05-26,9403.0,1900-09-24,alta,16.0,100.0,2.0,1.0,200.0
2023-01-20,9367.0,2023-01-20,recarga,9.0,500.0,3.0,1.0,230.0
2023-02-28,3807.0,2023-02-28,recarga,7.0,-666.0,2.0,1.0,230.0
2023-05-30,1918.0,1900-09-24,recarga,24.0,500.0,4.0,1.0,100.0
2023-02-18,8643.0,2023-02-18,recarga,15.0,200.0,3.0,1.0,100.0
2023-05-27,2542.0,2022-09-11,alta,-555.0,100.0,2.0,1.0,-999.0
2023-05-29,2449.0,2022-12-08,recarga,36.0,100.0,2.0,1.0,-999.0
2023-03-24,5050.0,2022-10-09,alta,8.0,-666.0,3.0,1.0,100.0
2023-05-11,5937.0,2023-01-17,alta,7.0,100.0,3.0,1.0,500.0
2023-05-10,1312.0,2022-10-30,alta,20.0,5000.0,2.0,-888.0,30.0
2023-05-28,2228.0,2022-08-08,Transaccion Nula,43.0,50.0,5.0,1.0,500.0
2023-04-08,4932.0,2023-03-08,recarga,30.0,100.0,-777.0,1.0,-999.0
1900-09-24,4339.0,2023-04-06,recarga,48.0,100.0,2.0,1.0,230.0
2023-05-28,8232.0,2022-11-18,recarga,41.0,5000.0,3.0,1.0,500.0
2023-03-21,7152.0,2023-01-24,recarga,38.0,500.0,1.0,1.0,200.0
2023-05-05,7996.0,2023-02-22,recarga,15.0,5000.0,3.0,1.0,200.0
2023-03-21,2455.0,2022-12-21,alta,2.0,5000.0,5.0,1.0,30.0
2023-01-26,3261.0,2022-12-09,recarga,31.0,50.0,-777.0,1.0,100.0
1900-09-24,4896.0,2023-02-06,alta,-555.0,50.0,3.0,1.0,100.0
2023-05-23,-222.0,2023-01-24,recarga,38.0,50.0,2.0,-888.0,230.0
2023-04-09,9960.0,2022-12-26,recarga,40.0,-666.0,2.0,1.0,500.0
2023-01-19,9039.0,2023-01-19,alta,49.0,50.0,1.0,1.0,200.0
2023-01-08,4021.0,1900-09-24,alta,-555.0,5000.0,2.0,1.0,230.0
2023-04-01,5485.0,2023-02-25,alta,17.0,200.0,4.0,1.0,230.0
2023-01-05,3996.0,2023-01-05,recarga,41.0,100.0,2.0,-888.0,230.0
2023-03-29,-222.0,2022-12-02,recarga,25.0,50.0,4.0,1.0,230.0
2023-05-19,2944.0,2023-03-05,alta,22.0,100.0,2.0,1.0,230.0
2023-02-08,3462.0,2023-02-08,recarga,16.0,100.0,3.0,1.0,30.0
2023-04-18,7196.0,2022-09-12,recarga,-555.0,200.0,1.0,1.0,500.0
2023-05-01,5866.0,2023-03-27,alta,25.0,100.0,5.0,1.0,500.0
2023-05-21,3565.0,2023-04-24,recarga,-555.0,200.0,-777.0,1.0,500.0
2023-04-02,4150.0,2022-10-22,alta,22.0,100.0,5.0,1.0,230.0
2023-02-04,5886.0,1900-09-24,recarga,20.0,-666.0,1.0,1.0,30.0
2023-04-28,7864.0,2023-04-28,recarga,45.0,100.0,5.0,1.0,100.0
2023-04-01,2997.0,2022-10-07,alta,50.0,200.0,-777.0,-888.0,-999.0
2023-03-14,5101.0,2022-11-19,alta,13.0,5000.0,4.0,1.0,230.0
2023-04-24,3796.0,2023-03-17,alta,26.0,100.0,-777.0,1.0,500.0
2023-01-21,7501.0,2022-12-25,alta,15.0,-666.0,5.0,1.0,100.0
2023-03-06,8787.0,2023-03-06,recarga,2.0,5000.0,3.0,1.0,230.0
2023-04-30,3248.0,2022-08-31,Transaccion Nula,-555.0,50.0,1.0,1.0,30.0
2023-02-02,1443.0,2023-02-02,recarga,28.0,50.0,-777.0,1.0,-999.0
2023-02-12,9828.0,2022-11-03,recarga,29.0,5000.0,5.0,1.0,200.0
2023-01-07,4051.0,2022-12-19,recarga,28.0,200.0,2.0,-888.0,-999.0
2023-04-08,3675.0,1900-09-24,recarga,43.0,100.0,-777.0,1.0,-999.0
2023-05-07,5590.0,2023-01-05,alta,38.0,50.0,5.0,1.0,500.0
2023-04-14,1683.0,2023-04-14,recarga,38.0,-666.0,4.0,1.0,230.0
2023-05-16,5999.0,2022-12-16,Transaccion Nula,2.0,100.0,5.0,1.0,100.0
2023-04-13,1916.0,2022-09-04,recarga,26.0,5000.0,-777.0,1.0,200.0
2023-01-13,6649.0,2023-01-13,alta,48.0,200.0,1.0,1.0,200.0
2023-04-20,1620.0,1900-09-24,alta,36.0,100.0,1.0,1.0,-999.0
2023-01-12,6923.0,2022-10-01,recarga,-555.0,100.0,3.0,1.0,500.0
2023-01-02,1193.0,2022-09-01,recarga,-555.0,500.0,4.0,1.0,100.0
1900-09-24,9067.0,2022-08-15,alta,29.0,-666.0,2.0,1.0,500.0
2023-04-01,1201.0,2022-12-11,recarga,46.0,100.0,1.0,1.0,500.0
2023-05-04,4600.0,2023-03-06,Transaccion Nula,14.0,100.0,1.0,-888.0,230.0
2023-01-07,1681.0,2022-10-24,alta,9.0,100.0,3.0,1.0,500.0
2023-01-18,8492.0,1900-09-24,recarga,4.0,100.0,2.0,1.0,200.0
2023-03-14,5005.0,1900-09-24,alta,18.0,500.0,-777.0,1.0,230.0
1900-09-24,2657.0,2022-09-26,recarga,23.0,500.0,1.0,1.0,30.0
2023-03-05,1959.0,2023-03-05,Transaccion Nula,1.0,50.0,3.0,1.0,30.0
1900-09-24,7575.0,2022-08-04,recarga,22.0,200.0,2.0,1.0,500.0
2023-03-20,8409.0,2022-12-15,alta,2.0,-666.0,-777.0,1.0,30.0
2023-03-02,-222.0,1900-09-24,recarga,4.0,500.0,4.0,1.0,200.0
2023-03-06,1526.0,1900-09-24,recarga,22.0,-666.0,3.0,-888.0,200.0
2023-01-28,1780.0,2023-01-28,recarga,9.0,50.0,5.0,1.0,230.0
2023-01-15,7348.0,2022-10-18,recarga,35.0,200.0,5.0,1.0,100.0
2023-01-30,4434.0,2023-01-30,alta,23.0,100.0,1.0,1.0,500.0
2023-03-06,7252.0,2022-10-26,recarga,28.0,50.0,3.0,1.0,100.0
2023-05-27,6960.0,2023-04-03,Transaccion Nula,32.0,-666.0,-777.0,1.0,200.0
2023-04-17,1733.0,2023-04-17,recarga,37.0,200.0,5.0,1.0,500.0
2023-04-09,5867.0,2023-03-16,alta,13.0,50.0,2.0,1.0,100.0
2023-01-24,5123.0,2023-01-08,Transaccion Nula,23.0,-666.0,5.0,1.0,30.0
2023-03-09,4560.0,2023-03-09,alta,24.0,50.0,5.0,1.0,-999.0
2023-03-27,-222.0,2022-12-01,recarga,46.0,500.0,5.0,1.0,500.0
2023-02-09,1070.0,2022-09-02,alta,15.0,200.0,2.0,1.0,100.0
2023-04-26,5624.0,2022-12-22,Transaccion Nula,10.0,200.0,4.0,1.0,230.0
1900-09-24,-222.0,2023-02-07,alta,47.0,50.0,2.0,-888.0,200.0
2023-03-04,6711.0,2023-03-04,alta,33.0,500.0,2.0,1.0,200.0
2023-03-07,7718.0,2023-02-26,recarga,30.0,5000.0,2.0,-888.0,-999.0
2023-05-25,2103.0,2023-02-28,recarga,38.0,200.0,5.0,1.0,30.0
2023-03-30,8128.0,2022-11-15,alta,-555.0,100.0,5.0,-888.0,200.0
2023-04-16,4434.0,2022-11-23,alta,48.0,5000.0,3.0,1.0,230.0
2023-02-05,1700.0,2022-09-02,alta,26.0,200.0,5.0,1.0,30.0
2023-05-25,9904.0,1900-09-24,recarga,21.0,200.0,2.0,-888.0,500.0
2023-01-03,3574.0,2023-01-03,recarga,33.0,500.0,5.0,1.0,100.0
2023-01-04,2640.0,2022-12-16,alta,4.0,50.0,4.0,1.0,100.0
2023-02-14,8927.0,1900-09-24,alta,44.0,500.0,5.0,1.0,230.0
2023-02-02,5052.0,2023-02-02,recarga,15.0,50.0,1.0,1.0,100.0
2023-05-04,7503.0,2023-04-27,recarga,20.0,-666.0,2.0,1.0,230.0
2023-01-23,3346.0,2023-01-23,alta,43.0,200.0,4.0,1.0,-999.0
2023-02-11,5448.0,2023-02-11,recarga,23.0,-666.0,-777.0,1.0,-999.0
2023-02-10,4425.0,2023-02-10,recarga,37.0,100.0,1.0,1.0,200.0
2023-01-17,5730.0,2023-01-17,recarga,11.0,5000.0,3.0,1.0,500.0
2023-05-04,-222.0,2023-01-04,alta,23.0,100.0,2.0,-888.0,500.0
2023-05-04,7593.0,2023-03-26,Transaccion Nula,-555.0,200.0,4.0,1.0,30.0
2023-03-25,3919.0,2023-02-19,alta,-555.0,200.0,3.0,1.0,230.0
2023-05-23,4497.0,2023-04-14,recarga,49.0,500.0,1.0,1.0,200.0
2023-05-11,-222.0,2023-03-02,alta,42.0,5000.0,3.0,1.0,-999.0
2023-04-27,3415.0,2023-04-15,recarga,22.0,5000.0,4.0,1.0,100.0
2023-05-23,4116.0,2022-09-20,recarga,41.0,500.0,-777.0,1.0,30.0
2023-05-05,6199.0,2023-02-21,alta,49.0,200.0,2.0,-888.0,230.0
2023-03-27,2888.0,2022-10-10,recarga,21.0,500.0,-777.0,1.0,-999.0
1900-09-24,3481.0,2023-01-09,alta,32.0,5000.0,3.0,1.0,30.0
2023-05-05,7942.0,2022-08-27,recarga,42.0,100.0,1.0,1.0,230.0
2023-03-21,9296.0,2022-10-22,alta,33.0,500.0,-777.0,1.0,230.0
2023-02-21,5895.0,2023-01-26,recarga,44.0,-666.0,3.0,1.0,30.0
2023-03-27,8222.0,2022-11-22,recarga,18.0,100.0,2.0,1.0,500.0
2023-04-28,3975.0,2022-08-24,alta,18.0,500.0,4.0,1.0,230.0
2023-01-19,-222.0,2023-01-19,recarga,28.0,100.0,5.0,1.0,500.0
2023-05-17,9706.0,2022-10-13,recarga,-555.0,50.0,2.0,1.0,500.0
2023-01-21,5347.0,2022-11-28,Transaccion Nula,-555.0,100.0,2.0,1.0,-999.0
2023-05-16,1163.0,2023-03-24,recarga,-555.0,200.0,-777.0,1.0,30.0
2023-05-30,1861.0,2022-10-07,alta,17.0,5000.0,4.0,1.0,30.0
2023-02-08,5107.0,2022-09-05,alta,37.0,200.0,5.0,1.0,500.0
2023-01-16,5282.0,2023-01-16,alta,12.0,-666.0,3.0,1.0,200.0
2023-03-26,9815.0,2022-09-09,alta,-555.0,200.0,5.0,-888.0,-999.0
2023-05-16,3130.0,2022-08-18,recarga,19.0,200.0,2.0,1.0,-999.0
2023-01-15,2796.0,2022-08-26,Transaccion Nula,12.0,200.0,-777.0,1.0,200.0
2023-01-14,6734.0,1900-09-24,recarga,36.0,100.0,5.0,1.0,100.0
2023-01-25,1032.0,2022-12-21,Transaccion Nula,28.0,50.0,5.0,1.0,500.0
2023-05-06,-222.0,1900-09-24,Transaccion Nula,31.0,5000.0,1.0,1.0,200.0
2023-01-30,2548.0,2023-01-30,recarga,39.0,500.0,4.0,1.0,200.0
2023-03-01,3175.0,1900-09-24,alta,4.0,200.0,2.0,1.0,30.0
2023-05-10,3859.0,1900-09-24,recarga,39.0,500.0,4.0,1.0,100.0
2023-05-27,9518.0,2022-10-27,recarga,12.0,5000.0,4.0,1.0,100.0
2023-01-09,1426.0,2022-12-28,alta,13.0,500.0,1.0,1.0,200.0
1900-09-24,9210.0,2022-11-05,recarga,46.0,500.0,5.0,1.0,100.0
2023-01-03,2402.0,2022-12-27,recarga,-555.0,-666.0,3.0,-888.0,500.0
2023-05-09,7360.0,2022-11-05,alta,20.0,50.0,1.0,1.0,230.0
2023-02-19,7695.0,2023-02-19,alta,6.0,200.0,1.0,1.0,500.0
2023-03-10,1651.0,2023-03-10,alta,16.0,5000.0,5.0,1.0,100.0
2023-02-17,4524.0,2023-02-17,alta,-555.0,200.0,2.0,1.0,500.0
1900-09-24,8130.0,2022-10-18,alta,-555.0,5000.0,4.0,1.0,30.0
1900-09-24,7832.0,2023-01-28,recarga,46.0,50.0,2.0,1.0,200.0
2023-03-29,8358.0,2023-01-10,recarga,-555.0,200.0,5.0,1.0,30.0
2023-02-23,6046.0,1900-09-24,alta,3.0,500.0,2.0,1.0,30.0
2023-01-07,7562.0,2022-12-15,alta,44.0,5000.0,2.0,1.0,500.0
2023-01-24,5769.0,2023-01-24,alta,28.0,50.0,-777.0,1.0,230.0
2023-01-23,6056.0,2022-12-04,recarga,14.0,100.0,4.0,1.0,100.0
2023-03-13,5232.0,2023-02-13,recarga,21.0,5000.0,3.0,1.0,100.0
2023-02-11,2099.0,2022-12-22,alta,21.0,200.0,1.0,1.0,100.0
2023-04-13,3387.0,2022-09-02,Transaccion Nula,4.0,50.0,3.0,1.0,500.0
2023-03-31,8675.0,2022-09-11,recarga,41.0,5000.0,5.0,1.0,200.0
2023-03-24,-222.0,2022-11-10,recarga,50.0,5000.0,3.0,1.0,500.0
2023-03-22,8603.0,2023-03-22,alta,17.0,200.0,5.0,1.0,500.0
2023-01-02,-222.0,2022-11-22,recarga,-555.0,5000.0,3.0,1.0,500.0
2023-04-12,-222.0,2023-03-31,Transaccion Nula,36.0,100.0,4.0,1.0,200.0
2023-04-21,4031.0,2023-03-09,Transaccion Nula,15.0,50.0,2.0,1.0,-999.0
2023-03-23,4650.0,2023-03-23,recarga,30.0,5000.0,4.0,1.0,230.0
2023-05-21,5441.0,2023-04-15,alta,45.0,200.0,-777.0,-888.0,200.0
1900-09-24,1458.0,2023-02-02,alta,38.0,200.0,5.0,1.0,30.0
2023-01-30,3873.0,2022-11-15,alta,39.0,5000.0,-777.0,1.0,230.0
2023-05-09,1881.0,2022-10-24,recarga,23.0,200.0,2.0,1.0,500.0
2023-03-31,-222.0,2023-03-10,recarga,19.0,50.0,1.0,1.0,500.0
2023-02-03,6265.0,2023-02-03,recarga,43.0,200.0,1.0,-888.0,500.0
2023-04-20,3455.0,2023-02-20,alta,23.0,100.0,3.0,1.0,-999.0
2023-02-07,7036.0,2023-02-07,alta,35.0,200.0,2.0,1.0,200.0
2023-01-26,4148.0,2023-01-26,alta,15.0,200.0,4.0,1.0,200.0
1900-09-24,8518.0,2023-02-04,recarga,26.0,500.0,1.0,1.0,100.0
2023-02-16,1602.0,2023-02-02,alta,31.0,100.0,3.0,1.0,100.0
2023-02-11,8322.0,2023-02-11,recarga,9.0,5000.0,5.0,1.0,500.0
2023-02-24,6054.0,2023-02-24,recarga,34.0,100.0,2.0,1.0,200.0
